latitude,longitude,price
40.75350635,-73.97196362,$399.00 
40.74438716,-73.98328761,$275.00 
40.80572051,-73.96459231,$130.00 
40.81316414,-73.95698899,$50.00 
40.80760929,-73.95840672,$115.00 
40.80658525,-73.96451166,$200.00 
40.81004627,-73.95719649,$105.00 
40.81365767,-73.95924431,$125.00 
40.72236064,-73.99547918,$200.00 
40.7229353,-73.99525595,$250.00 
40.72043724,-73.99645108,$175.00 
40.6723612,-73.97966725,$217.00 
40.67912589,-73.97930631,$115.00 
40.67178914,-73.97247857,$140.00 
40.67934416,-73.98165916,$250.00 
40.66896056,-73.97641276,$200.00 
40.71167614,-73.74037443,$65.00 
40.62921541,-74.13354346,$221.00 
40.6811608,-73.96559396,$250.00 
40.67852672,-74.00962929,$120.00 
40.70995062,-73.90958542,$170.00 
40.70721096,-73.9112665,$75.00 
40.7036509,-73.90473051,$100.00 
40.70036474,-73.90237582,$80.00 
40.70959369,-73.91389628,$120.00 
40.59105669,-73.81129948,$155.00 
40.75864772,-73.95338122,$240.00 
40.72668422,-74.00233577,$169.00 
40.72549961,-74.00258242,$259.00 
40.72418925,-74.00451351,$310.00 
40.72221562,-73.99849277,$220.00 
40.72745316,-74.00269827,$190.00 
40.72673955,-74.00304734,$266.00 
40.60787925,-73.95711509,$100.00 
40.60330884,-73.95779187,$130.00 
40.60913276,-73.96197652,$150.00 
40.66110329,-73.98593559,$80.00 
40.66586005,-73.98434576,$185.00 
40.66631582,-73.99013202,$119.00 
40.66347863,-73.9880963,$170.00 
40.66377878,-73.97812713,$166.00 
40.66307421,-73.98340302,$190.00 
40.66419512,-73.98435206,$149.00 
40.66509727,-73.98306768,$135.00 
40.66392647,-73.98727858,$650.00 
40.63162655,-74.09296785,$85.00 
40.64507766,-74.0812627,$180.00 
40.74241252,-73.92072503,$465.00 
40.66150207,-73.99216893,$225.00 
40.6633778,-73.99879323,$300.00 
40.65167645,-74.0017752,$105.00 
40.75731797,-73.98276331,$169.00 
40.75956525,-73.9875643,$178.00 
40.75967195,-73.98732221,$273.00 
40.71907852,-74.00545875,$240.00 
40.70379164,-73.9821958,$140.00 
40.77370918,-73.95007045,$250.00 
40.76900187,-73.95410158,$200.00 
40.78482053,-73.9519135,$130.00 
40.77555531,-73.95244932,$375.00 
40.76794201,-73.95712058,$107.00 
40.76189997,-73.96137357,$125.00 
40.78208091,-73.95508719,$750.00 
40.77481351,-73.95339775,$180.00 
40.78027344,-73.95005503,$140.00 
40.78051559,-73.94818497,$185.00 
40.7717283,-73.95849229,$130.00 
40.77505731,-73.96311097,$200.00 
40.77129935,-73.95443413,$175.00 
40.78019595,-73.9465202,$79.00 
40.76620257,-73.95739915,$130.00 
40.76720259,-73.96949612,$160.00 
40.77601384,-73.95440933,$178.00 
40.77743972,-73.9569689,$395.00 
40.76039566,-73.96028899,$110.00 
40.7753995,-73.95235673,$125.00 
40.77221469,-73.95585561,$135.00 
40.76985052,-73.95815055,$200.00 
40.77856529,-73.94870133,$350.00 
40.7616931,-73.96566107,$120.00 
40.76330217,-73.9685349,$335.00 
40.77715991,-73.95822159,$225.00 
40.77219843,-73.95271925,$115.00 
40.76683572,-73.95944023,$169.00 
40.78062466,-73.94883924,$112.00 
40.77837169,-73.95222449,$200.00 
40.78079218,-73.94688718,$290.00 
40.77522902,-73.94996013,$162.00 
40.77471053,-73.95573981,$159.00 
40.77531751,-73.95131605,$650.00 
40.76867779,-73.95457991,$121.00 
40.78835135,-73.97257235,$60.00 
40.79367715,-73.96487082,$190.00 
40.78905385,-73.96747927,$185.00 
40.79222217,-73.96445207,$900.00 
40.776538,-73.98367988,$110.00 
40.77775271,-73.98168725,$150.00 
40.79358308,-73.97042794,$80.00 
40.78965273,-73.97534595,$199.00 
40.77769676,-73.97633344,$300.00 
40.79354695,-73.96714024,$200.00 
40.7952954,-73.97248135,$250.00 
40.77228625,-73.97943507,$149.00 
40.78688775,-73.9698529,$225.00 
40.78441926,-73.97113409,$180.00 
40.76962306,-73.98713867,$180.00 
40.78074285,-73.98393005,$250.00 
40.77835355,-73.97655181,$200.00 
40.78202328,-73.98453555,$150.00 
40.7958888,-73.96187358,$250.00 
40.79884133,-73.95961646,$230.00 
40.77260037,-73.98252761,$195.00 
40.7777221,-73.98174165,$220.00 
40.7773425,-73.97784594,$350.00 
40.79232584,-73.96429568,$950.00 
40.79202583,-73.97299029,$79.00 
40.78146826,-73.97806219,$150.00 
40.77364848,-73.98088456,$250.00 
40.77684302,-73.97978716,$175.00 
40.80077077,-73.96810125,$300.00 
40.77867813,-73.98276091,$180.00 
40.65867282,-73.97970592,$145.00 
40.65778783,-73.97594859,$250.00 
40.65824304,-73.9755689,$120.00 
40.85309613,-73.94090814,$125.00 
40.84202318,-73.94171479,$80.00 
40.7318513,-74.00567049,$445.00 
40.73316194,-74.00476047,$147.00 
40.73291549,-74.00221843,$168.00 
40.73733343,-74.00392319,$119.00 
40.73300982,-74.00268265,"$1,300.00 "
40.7386594,-74.00062789,$210.00 
40.73848671,-74.00199625,$129.00 
40.73520689,-74.00568027,$600.00 
40.73143146,-74.00816711,$250.00 
40.73160397,-74.00261724,$278.00 
40.73890631,-74.00860018,$155.00 
40.73178522,-74.00654431,$200.00 
40.73949132,-74.00430386,$245.00 
40.73428048,-74.00435787,$199.00 
40.73197652,-74.00285157,$200.00 
40.73842105,-74.00194474,$700.00 
40.73408312,-74.00262691,$250.00 
40.73443868,-74.00128928,$600.00 
40.73510905,-74.00370083,$325.00 
40.73279475,-74.00322008,$140.00 
40.73336865,-74.00230187,$260.00 
40.7328049,-74.00845019,$299.00 
40.73550323,-73.99963538,$299.00 
40.7340573,-74.00886752,$180.00 
40.73570972,-74.00780475,"$1,000.00 "
40.73647824,-74.00173328,$225.00 
40.73326302,-74.0018627,$160.00 
40.88292179,-73.85474712,$110.00 
40.88178313,-73.85392087,$99.00 
40.70824442,-73.95194437,$255.00 
40.71703893,-73.95788832,$275.00 
40.7097073,-73.96389818,$160.00 
40.70474538,-73.93038689,$140.00 
40.70968958,-73.94924782,$120.00 
40.71218665,-73.94825817,$115.00 
40.71118957,-73.96515171,$120.00 
40.71470279,-73.93879668,$125.00 
40.71502184,-73.95809808,$143.00 
40.7062848,-73.94540515,$99.00 
40.71267162,-73.95720831,$190.00 
40.7184176,-73.95718343,$299.00 
40.71265412,-73.94347411,$200.00 
40.70816096,-73.93930825,$90.00 
40.70913775,-73.94954517,$100.00 
40.71441527,-73.95665774,$104.00 
40.71741105,-73.95554687,$205.00 
40.70895795,-73.95383311,$136.00 
40.71822298,-73.9445402,$120.00 
40.7056049,-73.942023,$198.00 
40.71947391,-73.95676787,$219.00 
40.7153487,-73.95702511,$200.00 
40.71292969,-73.9603,$195.00 
40.70665991,-73.96525537,$210.00 
40.71853508,-73.95934952,$195.00 
40.71013109,-73.96754366,$350.00 
40.71211568,-73.94980755,$125.00 
40.71888532,-73.95795639,$550.00 
40.71583865,-73.95868351,$450.00 
40.70648935,-73.94504825,$100.00 
40.7175458,-73.95229793,$200.00 
40.71209263,-73.94142357,$110.00 
40.71309523,-73.94422064,$119.00 
40.7134935,-73.96290183,$165.00 
40.71317202,-73.93690763,$175.00 
40.7188879,-73.95991471,$175.00 
40.71982593,-73.95920488,$144.00 
40.71579855,-73.94258673,$150.00 
40.71722567,-73.95598769,$175.00 
40.7036679,-73.94329869,$70.00 
40.70965337,-73.95674689,$90.00 
40.70373131,-73.94317956,$118.00 
40.71181328,-73.96651454,$140.00 
40.71117622,-73.96341507,$400.00 
40.70698378,-73.95405595,$170.00 
40.71171131,-73.94574904,$120.00 
40.72123551,-73.95847334,$236.00 
40.71054232,-73.95669378,$180.00 
40.71121506,-73.95602386,$210.00 
40.7194124,-73.94327419,$225.00 
40.71171455,-73.96693561,$149.00 
40.68295677,-73.93661956,$125.00 
40.6825145,-73.91943521,$200.00 
40.68314861,-73.95035356,$115.00 
40.68406815,-73.95487121,$152.00 
40.68576738,-73.95178556,$100.00 
40.68356767,-73.93176064,$85.00 
40.68226288,-73.94999197,$200.00 
40.68824453,-73.94342573,$260.00 
40.68600425,-73.937933,$90.00 
40.68951877,-73.94519059,$100.00 
40.69305989,-73.94025725,$110.00 
40.69418032,-73.95798328,$97.00 
40.68610183,-73.93996583,$60.00 
40.68532315,-73.92429429,$110.00 
40.68415712,-73.9550999,$150.00 
40.67929211,-73.95036486,$90.00 
40.68849646,-73.94084694,$130.00 
40.6781362,-73.9230229,$100.00 
40.69283357,-73.95604349,"$1,350.00 "
40.68577923,-73.94816727,$100.00 
40.68368669,-73.92664525,$159.00 
40.68066557,-73.94090912,$180.00 
40.6957391,-73.95150109,$125.00 
40.6903478,-73.92981029,$100.00 
40.68485691,-73.93017096,$150.00 
40.68447662,-73.92746838,$110.00 
40.68567591,-73.9526622,$160.00 
40.68631631,-73.98795613,$99.00 
40.68875869,-73.98914985,$127.00 
40.68917195,-73.98966043,$250.00 
40.68851524,-73.98696934,$119.00 
40.63560666,-73.97960757,$83.00 
40.65611552,-73.96049648,$195.00 
40.65947626,-73.96204348,$90.00 
40.66248719,-73.95394361,$129.00 
40.66155401,-73.94673854,$119.00 
40.85592027,-73.86742706,$80.00 
40.69226241,-73.99454303,$200.00 
40.6923718,-73.99412471,$130.00 
40.66538013,-73.91682101,$200.00 
40.66748131,-73.92554051,$65.00 
40.70690736,-73.92062741,$175.00 
40.70021972,-73.92624153,$175.00 
40.69002601,-73.90515693,$84.00 
40.68821041,-73.91870231,$229.00 
40.70213543,-73.92216976,$150.00 
40.69923676,-73.91267463,$170.00 
40.69291594,-73.90940189,$137.00 
40.69760948,-73.92494729,$120.00 
40.69506859,-73.92080747,$99.00 
40.6974201,-73.93047605,$123.00 
40.68565803,-73.9077036,$105.00 
40.70086017,-73.9306276,$99.00 
40.69967121,-73.92159278,$84.00 
40.70821618,-73.92254832,$59.00 
40.70604178,-73.92232425,$115.00 
40.69685543,-73.93041538,$143.00 
40.69419822,-73.92023735,$165.00 
40.71423306,-73.99442052,$100.00 
40.71862987,-73.99548828,$439.00 
40.71753656,-74.00048381,$275.00 
40.71890499,-73.99650264,$250.00 
40.71662047,-73.98951056,$234.00 
40.71720583,-73.99312245,$249.00 
40.7168057,-73.99539296,$200.00 
40.6384598,-73.90149478,$97.00 
40.64104009,-73.89266971,$153.00 
40.67994669,-73.99299659,$85.00 
40.68471586,-73.99893985,$275.00 
40.68333104,-73.9936877,$147.00 
40.73942192,-73.99628925,$110.00 
40.74725354,-73.99238486,$285.00 
40.74235819,-74.00655695,$180.00 
40.73990953,-73.99564006,$575.00 
40.75254535,-74.00314162,$150.00 
40.73719283,-73.99379145,$309.00 
40.74021358,-73.99726157,$199.00 
40.7442379,-74.00265736,$395.00 
40.74446979,-74.00573056,$459.00 
40.74274463,-73.99983901,$160.00 
40.74026097,-73.99746282,$160.00 
40.7422867,-74.00539572,$134.00 
40.7411595,-73.995232,$200.00 
40.74790671,-74.00358819,$222.00 
40.73641991,-73.99377399,$699.00 
40.74011975,-74.00138797,$90.00 
40.75054168,-73.99683282,$150.00 
40.74523652,-73.99879412,$170.00 
